network,attr,method,lambda,nodes (n),clusters (k),groups (h),igraph_modularity,average balance,cluster balances,average individual balance,individual balances,interaction matrix,loss,layers,clustering_accuracy,balanced_accuracy,macro_f1,NMI,ARI,delta_eq_odds,delta_stat_par
SBM,Team,deep_fair_nmf,0.001,10000,5,10,0.089038866,0,[0. 0. 0. 0. 0.],0.006,[0. 0. 0. ... 0. 0. 0.],"tensor([[3.1876e-01, 4.5743e-21, 1.0560e-16, 3.9339e-21, 1.0624e-29],
        [4.5743e-21, 3.3561e-01, 4.4297e-17, 1.4294e-29, 3.4255e-17],
        [1.0560e-16, 4.4297e-17, 4.3594e-01, 2.3577e-17, 5.0549e-18],
        [3.9340e-21, 1.4294e-29, 2.3577e-17, 3.0367e-01, 6.3871e-17],
        [1.0624e-29, 3.4255e-17, 5.0548e-18, 6.3871e-17, 1.8043e-01]])","tensor([6176157.0000, 6176697.0000, 6176797.5000, 6176824.5000, 6176819.5000,
        6176813.5000, 6176807.5000, 6176802.5000, 6176796.5000, 6176789.0000,
        6176783.0000, 6176776.0000, 6176771.0000, 6176762.5000, 6176757.5000,
        6176751.5000, 6176748.0000, 6176742.0000, 6176734.5000, 6176729.5000,
        6176726.0000, 6176719.0000, 6176711.5000, 6176704.0000, 6176697.0000,
        6176688.5000, 6176683.0000, 6176677.0000, 6176669.5000, 6176661.0000,
        6176652.5000, 6176643.0000, 6176635.5000, 6176627.0000, 6176617.5000,
        6176607.5000, 6176596.5000, 6176588.0000, 6176577.5000, 6176565.0000,
        6176554.0000, 6176543.5000, 6176531.0000, 6176521.5000, 6176509.5000,
        6176496.0000, 6176481.5000, 6176467.5000, 6176453.0000, 6176439.5000,
        6176425.0000, 6176408.0000, 6176392.0000, 6176377.5000, 6176362.0000,
        6176343.5000, 6176327.0000, 6176306.5000, 6176287.0000, 6176266.5000,
        6176243.5000, 6176219.0000, 6176196.5000, 6176171.0000, 6176145.5000,
        6176117.5000, 6176088.5000, 6176060.0000, 6176031.0000, 6175999.0000,
        6175967.0000, 6175932.0000, 6175896.5000, 6175859.5000, 6175822.0000,
        6175782.0000, 6175741.0000, 6175698.5000, 6175650.5000, 6175598.5000,
        6175548.0000, 6175492.5000, 6175437.0000, 6175376.5000, 6175314.0000,
        6175243.5000, 6175172.5000, 6175098.0000, 6175011.0000, 6174925.5000,
        6174833.5000, 6174733.5000, 6174628.5000, 6174521.0000, 6174406.5000,
        6174276.0000, 6174148.5000, 6174009.5000, 6173857.5000, 6173696.0000,
        6173521.0000, 6173337.5000, 6173137.5000, 6172925.0000, 6172687.5000,
        6172448.5000, 6172186.0000, 6171905.0000, 6171604.5000, 6171283.5000,
        6170935.0000, 6170558.0000, 6170150.0000, 6169705.0000, 6169226.5000,
        6168720.0000, 6168168.0000, 6167587.0000, 6166949.0000, 6166266.5000,
        6165536.5000, 6164752.5000, 6163921.5000, 6163039.0000, 6162072.5000,
        6161067.5000, 6160006.0000, 6158901.0000, 6157741.0000, 6156525.0000,
        6155250.5000, 6153915.5000, 6152567.0000, 6151187.5000, 6149767.5000,
        6148322.5000, 6146853.0000, 6145354.0000, 6143868.5000, 6142351.0000,
        6140869.5000, 6139372.5000, 6137894.5000, 6136422.5000, 6134987.5000,
        6133636.5000, 6132289.0000, 6130987.5000, 6129746.0000, 6128582.5000,
        6127501.0000, 6126446.0000, 6125476.0000, 6124547.5000, 6123733.0000,
        6122930.5000, 6122220.0000, 6121563.5000, 6120978.5000, 6120458.0000,
        6120000.5000, 6119613.5000, 6119249.5000, 6118950.0000, 6118725.0000,
        6118525.0000, 6118379.0000, 6118244.0000, 6118122.5000, 6118057.5000,
        6118022.5000, 6118007.0000, 6118005.0000, 6118013.5000, 6118004.0000,
        6118024.5000, 6118043.0000, 6118060.5000, 6118086.5000, 6118105.0000,
        6118120.5000, 6118128.5000, 6118141.0000, 6118135.5000, 6118144.0000,
        6118120.0000, 6118085.0000, 6118047.5000, 6117995.0000, 6117941.5000,
        6117863.0000, 6117791.0000, 6117700.5000, 6117602.0000, 6117499.0000,
        6117380.0000, 6117252.5000, 6117133.5000, 6116985.5000, 6116873.5000,
        6116740.5000, 6116609.5000, 6116493.5000, 6116379.0000, 6116291.5000,
        6116192.5000, 6116111.0000, 6116041.0000, 6115995.0000, 6115967.5000,
        6115935.5000, 6115940.0000, 6115913.5000, 6115915.5000, 6115944.0000,
        6115978.5000, 6116021.5000, 6116046.0000, 6116090.0000, 6116155.5000,
        6116224.5000, 6116295.5000, 6116369.5000, 6116451.5000, 6116535.0000,
        6116622.5000, 6116689.5000, 6116759.5000, 6116832.5000, 6116910.5000,
        6117007.5000, 6117100.5000, 6117197.5000, 6117269.5000, 6117349.5000,
        6117439.0000, 6117527.5000, 6117615.5000, 6117698.5000, 6117771.0000,
        6117839.0000, 6117915.5000, 6117993.0000, 6118080.5000, 6118146.5000,
        6118208.5000, 6118270.5000, 6118316.5000, 6118362.0000, 6118398.5000,
        6118448.5000, 6118477.5000, 6118521.5000, 6118561.0000, 6118596.0000,
        6118618.5000, 6118655.0000, 6118695.0000, 6118725.0000, 6118747.0000,
        6118786.5000, 6118814.0000, 6118843.0000, 6118856.0000, 6118883.5000,
        6118897.5000, 6118911.5000, 6118930.5000, 6118945.5000, 6118959.0000,
        6118964.5000, 6118983.5000, 6118999.5000, 6119012.0000, 6119019.5000,
        6119038.0000, 6119049.5000, 6119065.5000, 6119071.5000, 6119080.5000,
        6119095.5000, 6119094.5000, 6119099.5000, 6119108.0000, 6119120.5000,
        6119120.5000, 6119127.0000, 6119135.5000, 6119137.0000, 6119144.0000,
        6119151.5000, 6119154.0000, 6119162.5000, 6119160.5000, 6119168.0000,
        6119172.5000, 6119176.5000, 6119179.0000, 6119185.0000, 6119191.0000,
        6119186.5000, 6119185.5000, 6119188.0000, 6119195.0000, 6119197.5000,
        6119205.0000, 6119202.5000, 6119201.5000, 6119201.5000, 6119197.0000,
        6119195.5000, 6119194.5000, 6119194.5000, 6119184.5000, 6119177.5000,
        6119176.5000, 6119169.0000, 6119167.0000, 6119167.0000, 6119169.0000,
        6119161.0000, 6119160.0000, 6119158.5000, 6119157.5000, 6119154.0000,
        6119153.5000, 6119152.5000, 6119153.0000, 6119150.5000, 6119150.5000,
        6119153.0000, 6119151.0000, 6119150.5000, 6119150.5000, 6119143.5000,
        6119142.0000, 6119136.5000, 6119138.0000, 6119137.0000, 6119131.5000,
        6119130.5000, 6119127.0000, 6119127.0000, 6119126.0000, 6119123.5000,
        6119124.0000, 6119121.0000, 6119115.5000, 6119114.5000, 6119114.5000,
        6119106.0000, 6119099.0000, 6119096.5000, 6119089.5000, 6119084.5000,
        6119082.5000, 6119080.0000, 6119075.5000, 6119078.0000, 6119074.0000,
        6119074.5000, 6119071.0000, 6119071.0000, 6119067.5000, 6119064.0000,
        6119066.5000, 6119068.0000, 6119064.5000, 6119061.0000, 6119060.0000,
        6119057.5000, 6119051.5000, 6119048.0000, 6119044.5000, 6119042.5000,
        6119044.0000, 6119041.0000, 6119034.0000, 6119027.0000, 6119021.0000,
        6119013.0000, 6119008.5000, 6118996.5000, 6118995.5000, 6118988.5000,
        6118984.5000, 6118981.0000, 6118970.5000, 6118964.5000, 6118959.0000,
        6118953.0000, 6118949.5000, 6118942.5000, 6118941.5000, 6118938.0000,
        6118934.5000, 6118933.5000, 6118931.5000, 6118930.5000, 6118927.0000,
        6118924.5000, 6118922.0000, 6118912.5000, 6118904.5000, 6118906.0000,
        6118897.5000, 6118893.0000, 6118883.5000, 6118876.5000, 6118876.5000,
        6118869.5000, 6118870.0000, 6118863.0000, 6118858.0000, 6118853.5000,
        6118847.0000, 6118842.5000, 6118835.5000, 6118826.0000, 6118820.0000,
        6118816.5000, 6118807.0000, 6118800.0000, 6118795.5000, 6118788.5000,
        6118779.0000, 6118771.0000, 6118764.0000, 6118763.0000, 6118763.0000,
        6118761.0000, 6118759.0000, 6118754.5000, 6118747.5000, 6118743.0000,
        6118738.0000, 6118731.0000, 6118725.5000, 6118722.0000, 6118715.0000,
        6118707.0000, 6118699.0000, 6118690.5000, 6118681.0000, 6118670.5000,
        6118661.0000, 6118654.0000, 6118646.5000, 6118641.5000, 6118636.0000,
        6118631.0000, 6118618.0000, 6118611.5000, 6118605.5000, 6118600.0000,
        6118596.5000, 6118588.0000, 6118586.0000, 6118582.0000, 6118576.0000,
        6118570.0000, 6118561.0000, 6118558.0000, 6118552.0000, 6118545.0000,
        6118540.5000, 6118538.0000, 6118534.0000, 6118527.0000, 6118527.0000,
        6118519.0000, 6118511.0000, 6118504.0000, 6118496.0000, 6118490.0000,
        6118483.5000, 6118477.5000, 6118473.0000, 6118469.5000, 6118468.0000,
        6118462.0000, 6118454.0000, 6118446.0000, 6118440.5000, 6118434.5000,
        6118431.0000, 6118423.5000, 6118414.0000, 6118405.5000, 6118396.5000,
        6118382.5000, 6118376.5000, 6118366.5000, 6118358.0000, 6118351.0000,
        6118344.5000, 6118339.0000, 6118330.5000, 6118323.0000, 6118314.5000])","[128, 64, 16, 5]",0.3188,0.1386,0.143469093,0.056859916,0.054974681,1,0.600914849
SBM,Team,deep_fair_nmf,0.001,10000,5,10,0.084133159,0.0006,[0.    0.    0.    0.003 0.   ],0.028362437,[0. 0. 0. ... 0. 0. 0.],"tensor([[3.2171e-01, 1.1953e-13, 2.8759e-17, 8.0280e-19, 1.7878e-35],
        [1.1953e-13, 4.2173e-01, 4.6586e-24, 2.2333e-19, 1.0829e-18],
        [2.8759e-17, 4.6587e-24, 3.6893e-01, 4.9704e-18, 1.9609e-13],
        [8.0279e-19, 2.2333e-19, 4.9704e-18, 2.4648e-01, 2.7252e-17],
        [1.7878e-35, 1.0829e-18, 1.9609e-13, 2.7252e-17, 5.2471e-01]])","tensor([6167870.0000, 6169814.0000, 6170385.0000, 6170544.0000, 6170573.0000,
        6170561.0000, 6170539.0000, 6170513.5000, 6170484.5000, 6170452.0000,
        6170415.5000, 6170381.5000, 6170345.0000, 6170309.0000, 6170269.0000,
        6170228.0000, 6170183.0000, 6170142.0000, 6170099.5000, 6170054.5000,
        6170004.5000, 6169952.0000, 6169901.0000, 6169847.5000, 6169790.5000,
        6169731.0000, 6169666.0000, 6169594.5000, 6169519.5000, 6169448.5000,
        6169368.5000, 6169287.0000, 6169198.0000, 6169108.0000, 6169014.5000,
        6168918.0000, 6168818.5000, 6168715.0000, 6168604.0000, 6168485.0000,
        6168360.5000, 6168235.0000, 6168099.0000, 6167955.5000, 6167802.0000,
        6167638.5000, 6167463.5000, 6167288.0000, 6167110.0000, 6166910.0000,
        6166697.0000, 6166477.0000, 6166239.0000, 6165995.0000, 6165725.0000,
        6165448.5000, 6165141.5000, 6164825.0000, 6164488.0000, 6164129.0000,
        6163747.5000, 6163349.0000, 6162931.0000, 6162484.0000, 6162008.5000,
        6161504.0000, 6160965.5000, 6160396.5000, 6159793.0000, 6159165.5000,
        6158488.0000, 6157774.0000, 6157030.5000, 6156234.0000, 6155399.0000,
        6154538.0000, 6153621.5000, 6152673.5000, 6151687.5000, 6150672.5000,
        6149611.0000, 6148521.5000, 6147394.5000, 6146220.0000, 6145023.5000,
        6143797.0000, 6142546.0000, 6141298.0000, 6140036.0000, 6138753.0000,
        6137474.0000, 6136216.5000, 6134958.0000, 6133731.5000, 6132519.0000,
        6131351.5000, 6130260.0000, 6129172.0000, 6128140.0000, 6127173.5000,
        6126274.5000, 6125442.5000, 6124678.5000, 6123967.5000, 6123321.0000,
        6122753.5000, 6122252.5000, 6121806.5000, 6121438.0000, 6121128.0000,
        6120874.0000, 6120669.0000, 6120502.5000, 6120408.0000, 6120342.0000,
        6120313.5000, 6120330.0000, 6120352.5000, 6120377.0000, 6120451.5000,
        6120551.5000, 6120692.0000, 6120800.0000, 6120903.5000, 6121028.0000,
        6121170.5000, 6121346.0000, 6121486.0000, 6121643.5000, 6121803.5000,
        6121964.0000, 6122103.0000, 6122256.0000, 6122387.0000, 6122530.5000,
        6122642.0000, 6122765.0000, 6122900.5000, 6123026.0000, 6123130.0000,
        6123194.5000, 6123298.0000, 6123377.0000, 6123461.0000, 6123549.0000,
        6123606.5000, 6123678.0000, 6123766.0000, 6123845.0000, 6123898.5000,
        6123935.5000, 6123991.0000, 6124069.5000, 6124110.5000, 6124167.5000,
        6124227.0000, 6124268.5000, 6124317.0000, 6124353.0000, 6124404.5000,
        6124453.5000, 6124489.5000, 6124526.0000, 6124568.0000, 6124608.5000,
        6124643.0000, 6124688.5000, 6124728.0000, 6124763.5000, 6124806.5000,
        6124850.5000, 6124883.5000, 6124930.5000, 6124967.0000, 6125004.5000,
        6125038.0000, 6125062.5000, 6125089.5000, 6125121.0000, 6125147.0000,
        6125178.0000, 6125210.0000, 6125246.0000, 6125268.5000, 6125299.0000,
        6125334.0000, 6125349.0000, 6125371.0000, 6125396.0000, 6125411.5000,
        6125432.5000, 6125453.5000, 6125480.5000, 6125496.5000, 6125518.5000,
        6125535.5000, 6125554.0000, 6125568.5000, 6125587.0000, 6125606.5000,
        6125622.5000, 6125633.5000, 6125645.5000, 6125664.0000, 6125680.0000,
        6125699.0000, 6125721.0000, 6125735.5000, 6125754.0000, 6125772.0000,
        6125791.5000, 6125805.0000, 6125821.5000, 6125832.5000, 6125849.0000,
        6125870.0000, 6125878.5000, 6125890.5000, 6125907.5000, 6125920.5000,
        6125936.5000, 6125944.5000, 6125954.5000, 6125971.0000, 6125982.5000,
        6125997.5000, 6126015.0000, 6126024.0000, 6126040.0000, 6126050.5000,
        6126062.0000, 6126068.5000, 6126083.5000, 6126102.5000, 6126116.0000,
        6126126.5000, 6126137.5000, 6126144.5000, 6126153.5000, 6126164.0000,
        6126178.5000, 6126194.0000, 6126204.0000, 6126220.5000, 6126231.0000,
        6126239.5000, 6126244.5000, 6126254.0000, 6126268.5000, 6126279.5000,
        6126290.0000, 6126302.5000, 6126316.5000, 6126326.5000, 6126334.5000,
        6126348.0000, 6126358.5000, 6126367.5000, 6126376.5000, 6126389.0000,
        6126401.0000, 6126412.0000, 6126422.5000, 6126431.0000, 6126438.0000,
        6126440.5000, 6126450.0000, 6126461.0000, 6126469.5000, 6126480.5000,
        6126493.5000, 6126508.0000, 6126518.5000, 6126532.0000, 6126537.0000,
        6126546.5000, 6126559.0000, 6126563.5000, 6126574.5000, 6126582.5000,
        6126594.0000, 6126597.0000, 6126603.5000, 6126613.5000, 6126616.5000,
        6126629.0000, 6126637.0000, 6126648.0000, 6126654.0000, 6126667.5000,
        6126673.5000, 6126677.0000, 6126684.5000, 6126688.5000, 6126693.0000,
        6126700.5000, 6126709.5000, 6126716.0000, 6126717.5000, 6126719.5000,
        6126723.5000, 6126731.0000, 6126736.5000, 6126744.0000, 6126745.5000,
        6126751.0000, 6126762.0000, 6126774.5000, 6126779.0000, 6126784.0000,
        6126786.5000, 6126793.5000, 6126803.5000, 6126808.5000, 6126812.5000,
        6126822.0000, 6126828.0000, 6126832.0000, 6126840.0000, 6126851.0000,
        6126852.5000, 6126865.0000, 6126868.0000, 6126874.5000, 6126882.0000,
        6126893.0000, 6126900.0000, 6126906.0000, 6126912.5000, 6126920.0000,
        6126921.5000, 6126927.0000, 6126929.5000, 6126936.0000, 6126947.0000,
        6126948.5000, 6126953.0000, 6126960.5000, 6126968.0000, 6126970.5000,
        6126973.0000, 6126977.0000, 6126980.5000, 6126985.5000, 6126990.5000,
        6126993.0000, 6126997.0000, 6126996.0000, 6126995.5000, 6126998.0000,
        6127007.0000, 6127012.0000, 6127016.0000, 6127024.5000, 6127026.0000,
        6127028.5000, 6127031.0000, 6127033.0000, 6127033.5000, 6127035.0000,
        6127042.5000, 6127046.0000, 6127052.5000, 6127057.5000, 6127066.0000,
        6127070.0000, 6127069.0000, 6127076.5000, 6127082.5000, 6127084.0000,
        6127091.5000, 6127099.0000, 6127103.5000, 6127111.0000, 6127116.0000,
        6127121.0000, 6127125.0000, 6127129.0000, 6127130.0000, 6127136.5000,
        6127136.5000, 6127138.0000, 6127144.5000, 6127145.5000, 6127151.0000,
        6127152.0000, 6127156.0000, 6127163.5000, 6127165.0000, 6127167.5000,
        6127175.5000, 6127177.0000, 6127182.0000, 6127188.0000, 6127193.0000,
        6127191.0000, 6127192.5000, 6127202.5000, 6127207.5000, 6127210.0000,
        6127211.5000, 6127214.0000, 6127213.0000, 6127221.5000, 6127225.5000,
        6127228.5000, 6127236.0000, 6127239.0000, 6127240.0000, 6127240.5000,
        6127245.5000, 6127251.5000, 6127254.5000, 6127258.0000, 6127263.5000,
        6127265.0000, 6127270.0000, 6127274.0000, 6127276.5000, 6127277.0000,
        6127280.5000, 6127286.0000, 6127291.0000, 6127298.5000, 6127300.0000,
        6127310.0000, 6127310.0000, 6127313.5000, 6127316.0000, 6127320.0000,
        6127321.0000, 6127327.5000, 6127330.0000, 6127334.5000, 6127338.0000,
        6127337.0000, 6127335.0000, 6127331.0000, 6127331.0000, 6127336.0000,
        6127335.0000, 6127336.5000, 6127338.5000, 6127338.5000, 6127336.5000,
        6127339.0000, 6127346.0000, 6127349.5000, 6127350.0000, 6127352.5000,
        6127354.5000, 6127362.0000, 6127367.0000, 6127367.0000, 6127370.5000,
        6127373.0000, 6127373.0000, 6127374.5000, 6127376.5000, 6127373.0000,
        6127374.5000, 6127374.0000, 6127376.5000, 6127375.5000, 6127380.0000,
        6127379.0000, 6127378.0000, 6127380.5000, 6127386.0000, 6127387.5000,
        6127394.0000, 6127394.5000, 6127398.5000, 6127401.0000, 6127403.0000,
        6127398.0000, 6127403.5000, 6127404.0000, 6127405.5000, 6127408.0000,
        6127413.5000, 6127414.0000, 6127413.5000, 6127411.0000, 6127412.5000,
        6127411.0000, 6127413.5000, 6127416.0000, 6127419.0000, 6127420.5000,
        6127419.5000, 6127418.0000, 6127421.5000, 6127419.0000, 6127424.0000,
        6127420.5000, 6127422.5000, 6127421.5000, 6127423.0000, 6127418.5000])","[50, 10, 5]",0.3787,0.1476,0.149346741,0.075241853,0.076169189,1,0.675175644
SBM,Team,deep_fair_nmf,0.001,10000,5,10,0.085763096,0.000200803,[0.00100402 0.         0.         0.         0.        ],0,[0. 0. 0. ... 0. 0. 0.],"tensor([[1.8367e-01, 1.5706e-16, 2.1401e-21, 1.7721e-18, 8.0184e-18],
        [1.5706e-16, 2.7977e-01, 5.3706e-20, 4.4824e-19, 5.9363e-20],
        [2.1401e-21, 5.3706e-20, 4.2974e-01, 2.2815e-19, 5.5436e-22],
        [1.7721e-18, 4.4824e-19, 2.2815e-19, 2.4834e-01, 2.1329e-18],
        [8.0183e-18, 5.9363e-20, 5.5435e-22, 2.1329e-18, 2.3980e-01]])","tensor([6162599.5000, 6166886.5000, 6168171.0000, 6168547.0000, 6168656.0000,
        6168659.5000, 6168627.0000, 6168578.5000, 6168515.5000, 6168449.0000,
        6168380.0000, 6168307.5000, 6168229.5000, 6168151.5000, 6168061.5000,
        6167970.5000, 6167880.0000, 6167785.5000, 6167685.0000, 6167576.5000,
        6167465.0000, 6167349.0000, 6167220.5000, 6167084.0000, 6166947.0000,
        6166800.5000, 6166640.0000, 6166477.5000, 6166310.5000, 6166136.5000,
        6165952.5000, 6165756.5000, 6165559.5000, 6165336.0000, 6165106.5000,
        6164875.5000, 6164623.0000, 6164364.0000, 6164096.0000, 6163800.0000,
        6163490.5000, 6163168.0000, 6162826.5000, 6162470.0000, 6162101.5000,
        6161715.5000, 6161297.5000, 6160876.5000, 6160426.0000, 6159950.5000,
        6159461.0000, 6158950.5000, 6158418.5000, 6157855.5000, 6157269.0000,
        6156641.0000, 6155977.0000, 6155310.5000, 6154615.0000, 6153897.0000,
        6153144.5000, 6152340.0000, 6151549.5000, 6150698.0000, 6149817.0000,
        6148900.5000, 6147957.5000, 6147002.5000, 6146000.0000, 6144969.0000,
        6143905.5000, 6142833.0000, 6141738.0000, 6140633.5000, 6139492.5000,
        6138337.5000, 6137178.5000, 6136002.5000, 6134836.0000, 6133663.0000,
        6132510.0000, 6131327.0000, 6130130.5000, 6128947.0000, 6127813.0000,
        6126706.5000, 6125611.5000, 6124544.0000, 6123485.0000, 6122478.5000,
        6121507.0000, 6120558.5000, 6119636.0000, 6118786.5000, 6117957.5000,
        6117243.5000, 6116577.5000, 6115936.0000, 6115346.0000, 6114806.0000,
        6114330.0000, 6113885.5000, 6113445.0000, 6113074.0000, 6112738.5000,
        6112427.5000, 6112170.5000, 6111932.0000, 6111721.5000, 6111539.0000,
        6111398.0000, 6111309.0000, 6111261.5000, 6111248.0000, 6111236.5000,
        6111280.0000, 6111321.0000, 6111381.0000, 6111440.0000, 6111513.5000,
        6111632.0000, 6111766.0000, 6111881.5000, 6112024.0000, 6112161.0000,
        6112331.0000, 6112486.0000, 6112653.5000, 6112814.5000, 6112989.5000,
        6113160.0000, 6113325.0000, 6113459.0000, 6113604.5000, 6113745.0000,
        6113906.0000, 6114054.0000, 6114192.5000, 6114335.0000, 6114466.5000,
        6114592.5000, 6114732.5000, 6114863.5000, 6114969.0000, 6115071.5000,
        6115192.0000, 6115296.0000, 6115384.0000, 6115473.5000, 6115573.0000,
        6115663.5000, 6115748.0000, 6115820.0000, 6115891.0000, 6115963.0000,
        6116020.0000, 6116081.5000, 6116135.5000, 6116211.5000, 6116263.0000,
        6116318.0000, 6116357.0000, 6116402.0000, 6116441.0000, 6116489.5000,
        6116529.0000, 6116568.5000, 6116609.5000, 6116641.5000, 6116679.5000,
        6116715.5000, 6116745.0000, 6116775.5000, 6116804.0000, 6116829.5000,
        6116854.5000, 6116880.0000, 6116905.5000, 6116941.0000, 6116955.5000,
        6116972.5000, 6116988.5000, 6117004.0000, 6117026.0000, 6117040.0000,
        6117056.0000, 6117071.5000, 6117091.0000, 6117100.5000, 6117108.5000,
        6117122.0000, 6117141.0000, 6117155.0000, 6117170.5000, 6117191.0000,
        6117201.5000, 6117218.0000, 6117228.5000, 6117243.0000, 6117254.5000,
        6117264.0000, 6117272.0000, 6117287.5000, 6117297.0000, 6117308.5000,
        6117323.0000, 6117331.0000, 6117341.0000, 6117351.5000, 6117368.0000,
        6117374.0000, 6117387.0000, 6117403.0000, 6117416.0000, 6117419.5000,
        6117426.5000, 6117437.0000, 6117447.0000, 6117453.0000, 6117456.0000,
        6117472.5000, 6117474.5000, 6117481.5000, 6117489.5000, 6117497.5000,
        6117504.0000, 6117511.0000, 6117518.0000, 6117520.0000, 6117527.5000,
        6117533.5000, 6117540.5000, 6117550.5000, 6117555.0000, 6117565.5000,
        6117565.5000, 6117575.5000, 6117580.0000, 6117583.5000, 6117584.0000,
        6117595.0000, 6117600.0000, 6117608.0000, 6117609.0000, 6117615.0000,
        6117623.5000, 6117629.5000, 6117634.0000, 6117646.0000, 6117649.0000,
        6117657.0000, 6117665.0000, 6117667.0000, 6117677.5000, 6117675.0000,
        6117680.0000, 6117684.5000, 6117694.0000, 6117703.5000, 6117705.5000,
        6117705.5000, 6117710.5000, 6117720.0000, 6117719.5000, 6117726.5000,
        6117736.0000, 6117739.0000, 6117744.0000, 6117750.5000, 6117757.0000,
        6117759.5000, 6117762.5000, 6117762.5000, 6117765.5000, 6117768.0000,
        6117773.5000, 6117786.5000, 6117792.5000, 6117800.5000, 6117799.0000,
        6117806.0000, 6117808.0000, 6117812.5000, 6117818.5000, 6117826.5000,
        6117833.5000, 6117841.5000, 6117842.5000, 6117847.0000, 6117848.0000,
        6117856.0000, 6117865.5000, 6117870.0000, 6117877.0000, 6117887.5000,
        6117891.0000, 6117892.0000, 6117900.0000, 6117910.5000, 6117916.5000,
        6117922.0000, 6117929.5000, 6117929.0000, 6117932.5000, 6117936.0000,
        6117938.0000, 6117939.0000, 6117943.5000, 6117943.0000, 6117949.5000,
        6117951.5000, 6117953.5000, 6117953.5000, 6117958.0000, 6117957.5000,
        6117959.0000, 6117963.5000, 6117968.0000, 6117976.0000, 6117982.0000,
        6117984.5000, 6117985.5000, 6117990.0000, 6117988.5000, 6117989.5000,
        6117998.0000, 6117999.0000, 6117998.5000, 6118004.0000, 6118007.0000,
        6118014.0000, 6118017.5000, 6118013.0000, 6118016.0000, 6118019.5000,
        6118023.5000, 6118025.5000, 6118035.0000, 6118036.0000, 6118042.0000,
        6118043.0000, 6118048.0000, 6118052.5000, 6118051.0000, 6118054.5000,
        6118058.0000, 6118056.5000, 6118066.5000, 6118071.0000, 6118075.5000,
        6118075.5000, 6118076.5000, 6118084.0000, 6118085.0000, 6118089.0000,
        6118085.0000, 6118090.5000, 6118094.5000, 6118098.0000, 6118105.5000,
        6118108.5000, 6118110.0000, 6118113.5000, 6118118.5000, 6118120.5000,
        6118123.0000, 6118127.5000, 6118132.5000, 6118135.0000, 6118137.5000,
        6118145.5000, 6118149.5000, 6118156.5000, 6118159.0000, 6118165.0000,
        6118166.0000, 6118168.5000, 6118176.0000, 6118176.5000, 6118181.5000,
        6118176.5000, 6118179.0000, 6118182.0000, 6118184.0000, 6118190.0000,
        6118195.0000, 6118196.0000, 6118200.0000, 6118199.5000, 6118207.0000,
        6118208.0000, 6118213.0000, 6118214.5000, 6118220.5000, 6118227.5000,
        6118231.5000, 6118239.5000, 6118241.0000, 6118248.5000, 6118250.5000,
        6118254.5000, 6118256.0000, 6118265.5000, 6118268.0000, 6118269.5000,
        6118270.5000, 6118275.5000, 6118279.0000, 6118281.5000, 6118285.0000,
        6118286.5000, 6118288.0000, 6118295.0000, 6118303.5000, 6118306.0000,
        6118306.5000, 6118311.0000, 6118315.0000, 6118317.5000, 6118320.0000,
        6118324.5000, 6118323.5000, 6118326.0000, 6118330.0000, 6118334.5000,
        6118337.0000, 6118341.0000, 6118346.0000, 6118350.0000, 6118348.5000,
        6118357.0000, 6118363.5000, 6118364.5000, 6118374.5000, 6118376.0000,
        6118380.5000, 6118384.5000, 6118384.5000, 6118386.0000, 6118393.5000,
        6118399.5000, 6118404.5000, 6118402.0000, 6118398.5000, 6118402.5000,
        6118406.0000, 6118410.0000, 6118414.0000, 6118416.5000, 6118421.5000,
        6118425.5000, 6118421.5000, 6118424.0000, 6118424.5000, 6118427.0000,
        6118429.5000, 6118432.0000, 6118433.5000, 6118434.0000, 6118440.0000,
        6118447.5000, 6118453.5000, 6118457.5000, 6118461.5000, 6118461.5000,
        6118472.5000, 6118473.0000, 6118478.0000, 6118482.0000, 6118488.0000,
        6118492.0000, 6118495.5000, 6118496.0000, 6118504.5000, 6118507.0000,
        6118508.5000, 6118510.0000, 6118516.0000, 6118522.5000, 6118526.5000,
        6118529.0000, 6118537.5000, 6118541.5000, 6118544.0000, 6118554.0000,
        6118556.5000, 6118560.5000, 6118563.0000, 6118567.0000, 6118572.0000,
        6118575.5000, 6118576.0000, 6118582.0000, 6118587.5000, 6118591.5000,
        6118595.5000, 6118599.0000, 6118599.5000, 6118598.5000, 6118602.0000])","[40, 40, 5]",0.3428,0.1659,0.158580679,0.065136372,0.061933745,1,0.9
